,Store Hours,Total Breweries
3332,"[{""day"":""Monday - Sunday"",""hour"":""11:00 am - 2:00 am""},{""day"":""Friday"",""hour"":""12:00 PM - 2:00 AM""},{""day"":""Saturday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Sunday"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Tuesday"",""hour"":""1:00 PM - 3:00 PM""},{""day"":""Friday"",""hour"":""2:00 PM - 2:00 AM""},{""day"":""Monday"",""hour"":""1:00 PM - 2:00 PM""},{""day"":""Sat"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Sun"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Tue"",""hour"":""1:00 PM - 3:00 PM""},{""day"":""Fri"",""hour"":""2:00 PM - 2:00 AM""}]",1
3333,"[{""day"":""Sun"",""hour"":""12:00 pm - 8:00 pm""},{""day"":""Mon"",""hour"":""2:00 pm - 10:00 pm""},{""day"":""Tue - Wed"",""hour"":""2:00 pm - 9:00 pm""},{""day"":""Thu"",""hour"":""2:00 pm - 10:00 pm""},{""day"":""Fri - Sat"",""hour"":""12:00 pm - 11:00 pm""}]",1
3334,"[{""day"":""Monday - Thursday"",""hour"":""9:00 am - 10:00 pm""},{""day"":""Friday - Saturday"",""hour"":""9:00 am - 11:00 pm""},{""day"":""Sunday"",""hour"":""9:00 am - 10:00 pm""},{""day"":""Monday - Thursday, Sunday"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""09:00 AM-10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""9:00 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""9:00 AM - 11:00 PM""}]",1
3335,"[{""day"":""Monday - Saturday"",""hour"":""11:30 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""11:00 - 22:00""},{""day"":""Mon - Sat"",""hour"":""11:00 - 00:00""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Mon - Sat"",""hour"":""11:30 AM - Midnight""},{""day"":""Sunday"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Sun"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Saturday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Sun"",""hour"":""11:00 AM-10:00 PM""},{""day"":""Sun"",""hour"":""11:30 AM - 10:00 PM""}]",1
3336,"[{""day"":""Thursday - Friday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""1:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""None""},{""day"":""Monday - Wednesday"",""hour"":""None""},{""day"":""Thursday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Tuesday - Wednesday"",""hour"":""None""},{""day"":""Friday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Monday"",""hour"":""None""},{""day"":""Monday - Tuesday"",""hour"":""None""},{""day"":""Mon - Tue"",""hour"":""None""},{""day"":""Thu"",""hour"":""6:00 PM - 8:00 PM""},{""day"":""Fri"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Wednesday"",""hour"":""None""},{""day"":""Sun"",""hour"":""None""},{""day"":""Sunday"",""hour"":""9:00 PM - 10:00 PM""}]",1
3337,"[{""day"":""Sun"",""hour"":""12:00 pm - 6:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 6:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 7:00 pm""}]",1
3338,"[{""day"":""Wednesday - Friday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Saturday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Sat"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Wed - Fri"",""hour"":""4:00 PM - 8:00 PM""}]",1
3339,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 11:00 PM""}]",1
3340,"[{""day"":""Monday - Saturday"",""hour"":""11:00 AM - 1:30 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 9:00 PM""},{""day"":""Mon - Sat"",""hour"":""11:00 AM - 1:30 AM""},{""day"":""Sun"",""hour"":""10:00 AM - 9:00 PM""}]",1
3341,"[{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Monday - Sunday"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 9:00 PM""}]",1
3342,"[{""day"":""Sun"",""hour"":""12:00 pm - 5:00 pm""},{""day"":""Sat"",""hour"":""11:00 am - 8:00 pm""},{""day"":""Tue - Fri"",""hour"":""11:30 am - 8:00 pm""}]",1
3343,"[{""day"":""Mon - Thu"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Sat"",""hour"":""11:30 am - 11:00 pm""},{""day"":""Sunday"",""hour"":""11:30 AM - 9:00 PM""},{""day"":""Fri"",""hour"":""11:30 am - 10:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:30 AM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:30 AM - 11:00 PM""},{""day"":""Monday - Thursday"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""11:30 am - 9:00 pm""},{""day"":""Sun"",""hour"":""11:30 AM - 9:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:30 am - 9:00 pm""}]",1
3344,"[{""day"":""Sun"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 12:00 am""}]",1
3345,"[{""day"":""Monday, Sunday"",""hour"":""12:00 PM - 5:00 PM""},{""day"":""Tuesday, Thursday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Wednesday, Friday"",""hour"":""11:00 AM - 7:00 PM""},{""day"":""Saturday"",""hour"":""11:00 AM - 5:00 PM""},{""day"":""Wednesday"",""hour"":""11:00 am - 7:00 pm""},{""day"":""Thursday - Friday"",""hour"":""11:00 am - 6:00 pm""},{""day"":""Saturday"",""hour"":""11:00 am - 5:00 pm""}]",1
3346,"[{""day"":""Tuesday - Thursday"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 6:00 PM""},{""day"":""Tue - Thu"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Sat"",""hour"":""Noon - 10:00 PM""},{""day"":""Fri"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""Noon - 6:00 PM""}]",1
3347,"[{""day"":""Monday - Friday"",""hour"":""12:00 pm - 7:00 pm""},{""day"":""Saturday"",""hour"":""11:00 am - 6:00 pm""},{""day"":""Sunday"",""hour"":""1:00 pm - 6:00 pm""},{""day"":""Mon"",""hour"":""12:00 PM-07:00 PM""},{""day"":""Tue"",""hour"":""12:00 PM-07:00 PM""},{""day"":""Sun"",""hour"":""01:00 PM-06:00 PM""},{""day"":""Wed"",""hour"":""12:00 PM-07:00 PM""},{""day"":""Fri"",""hour"":""12:00 PM-07:00 PM""},{""day"":""Thu"",""hour"":""12:00 PM-07:00 PM""},{""day"":""Sat"",""hour"":""12:00 PM-06:00 PM""}]",1
3348,"[{""day"":""Sat"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Mon - Fri"",""hour"":""10:00 AM - 9:00 PM""},{""day"":""Sat"",""hour"":""09:00 AM-09:00 PM""},{""day"":""Sun"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Sun"",""hour"":""09:00 AM-08:00 PM""}]",1
3349,"[{""day"":""Sat"",""hour"":""Noon - Midnight""},{""day"":""Monday - Friday"",""hour"":""4:00 PM - 12:00 AM""},{""day"":""Sunday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""Noon - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Mon - Fri"",""hour"":""4:00 PM - Midnight""}]",1
3350,"[{""day"":""Monday - Friday"",""hour"":""12:00 pm - 5:00 pm""},{""day"":""Saturday"",""hour"":""11:00 am - 6:00 pm""},{""day"":""Sunday"",""hour"":""12:00 pm - 5:00 pm""}]",1
3351,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Friday"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Saturday"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Sun"",""hour"":""10:00 am - 12:00 am""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 12:00 am""},{""day"":""Fri"",""hour"":""11:00 am - 1:00 am""},{""day"":""Sat"",""hour"":""10:00 am - 1:00 am""},{""day"":""Fri"",""hour"":""11:00 AM - 1:00 AM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - Midnight""},{""day"":""Sat"",""hour"":""10:00 AM - 1:00 AM""},{""day"":""Sun"",""hour"":""10:00 AM - Midnight""}]",1
3352,"[{""day"":""Monday - Thursday"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""1:00 PM - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Mon - Thu"",""hour"":""2:00 pm - 8:00 pm""},{""day"":""Sun"",""hour"":""Noon - 8:00 PM""},{""day"":""Sat"",""hour"":""Noon - 10:00 PM""},{""day"":""Fri"",""hour"":""1:00 pm - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""2:00 PM - 8:00 PM""},{""day"":""Fri"",""hour"":""1:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""12:00 am - 8:00 pm""},{""day"":""Sat"",""hour"":""12:00 pm - 10:00 pm""}]",1
3353,"[{""day"":""Saturday"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Thu"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Tue - Wed"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Fri - Sat"",""hour"":""4:00 PM - 10:00 PM""}]",1
3354,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 10:30 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""12:00 PM - 9:30 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 10:30 PM""},{""day"":""Sun"",""hour"":""Noon - 9:30 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""}]",1
3355,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 11:00 PM""}]",1
3356,"[{""day"":""Sunday"",""hour"":""2:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 9:00 PM""}]",1
3357,"[{""day"":""Sat"",""hour"":""2:00 PM - Midnight""},{""day"":""Sun"",""hour"":""2:00 PM - 7:00 PM""},{""day"":""Wed"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Thu"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Fri"",""hour"":""4:00 PM - Midnight""}]",1
3358,"[{""day"":""Mon - Thu"",""hour"":""4:00 pm - 11:00 pm""},{""day"":""Fri - Sun"",""hour"":""12:00 pm - 11:00 pm""}]",1
3359,"[{""day"":""Mon - Fri"",""hour"":""8:30 am - 4:30 pm""},{""day"":""Mon - Fri"",""hour"":""9:00 AM - 5:00 PM""},{""day"":""Sat"",""hour"":""1:00 PM - 2:00 PM""}]",1
3360,"[{""day"":""Tuesday"",""hour"":""6:00 PM - 10:00 PM""},{""day"":""Wednesday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 12:00 AM""},{""day"":""Friday"",""hour"":""3:00 PM - 1:00 AM""},{""day"":""Saturday"",""hour"":""4:00 PM - 1:00 AM""},{""day"":""Monday"",""hour"":""8:00 PM - 9:00 PM""},{""day"":""Monday - Thursday"",""hour"":""3:00 pm - 11:45 pm""},{""day"":""Friday - Saturday"",""hour"":""3:00 pm - 12:45 am""},{""day"":""Sunday"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Monday"",""hour"":""None""},{""day"":""Fri"",""hour"":""3:00 PM - 1:00 AM""},{""day"":""Thu"",""hour"":""5:00 PM - Midnight""},{""day"":""Sat"",""hour"":""4:00 PM - 1:00 AM""},{""day"":""Tue"",""hour"":""6:00 PM - 10:00 PM""},{""day"":""Mon"",""hour"":""None""},{""day"":""Wed"",""hour"":""4:00 PM - 11:00 PM""}]",1
3361,"[{""day"":""Sunday"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Wed - Thu"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Wednesday - Thursday"",""hour"":""4:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""11:00 AM - 6:00 PM""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - 10:00 PM""}]",1
3362,"[{""day"":""Monday - Sunday"",""hour"":""11:30 am - 9:00 pm""},{""day"":""Monday - Tuesday, Sunday"",""hour"":""11:30 AM - 9:00 PM""},{""day"":""Wednesday - Saturday"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Sun - Sat"",""hour"":""11:30 - 22:00""},{""day"":""Wed - Sat"",""hour"":""11:30 AM - 10:00 PM""},{""day"":""Mon - Tue, Sun"",""hour"":""11:30 AM - 9:00 PM""}]",1
3363,"[{""day"":""Friday"",""hour"":""10:00 AM - 12:00 AM""},{""day"":""Saturday"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Sun - Sat"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Friday"",""hour"":""10:00 AM - 10:00 PM""}]",1
3364,"[{""day"":""Monday"",""hour"":""3:00 pm - 1:00 am""},{""day"":""Tuesday - Wednesday"",""hour"":""3:00 pm - 2:00 am""},{""day"":""Thursday - Friday"",""hour"":""3:00 pm - 3:00 am""},{""day"":""Saturday"",""hour"":""12:00 pm - 3:00 am""},{""day"":""Sunday"",""hour"":""12:00 pm - 1:00 am""},{""day"":""Mon"",""hour"":""3:00 PM - 1:00 AM""},{""day"":""Tue - Wed"",""hour"":""3:00 PM - 2:00 AM""},{""day"":""Thu - Fri"",""hour"":""3:00 PM - 3:00 AM""},{""day"":""Sat"",""hour"":""Noon - 3:00 AM""},{""day"":""Sun"",""hour"":""Noon - 1:00 AM""}]",1
3365,"[{""day"":""Monday - Thursday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Friday - Saturday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Sunday"",""hour"":""11:00 am - 5:00 pm""},{""day"":""Sun"",""hour"":""11:00 AM-05:00 PM""},{""day"":""Thu - Sat"",""hour"":""Noon - Midnight""},{""day"":""Monday - Wednesday"",""hour"":""2:00 pm - 10:00 pm""},{""day"":""Mon - Wed, Sun"",""hour"":""2:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""2:00 pm - 10:00 pm""},{""day"":""Thursday - Saturday"",""hour"":""12:00 pm - 12:00 am""}]",1
3366,"[{""day"":""Monday - Thursday, Sunday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Friday - Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 12:00 am""},{""day"":""Sun"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Fri - Sat"",""hour"":""11:00 AM - Midnight""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 11:00 PM""}]",1
3367,"[{""day"":""Tuesday"",""hour"":""6:00 PM - 10:00 PM""},{""day"":""Mon"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Saturday"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Sat"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Thursday"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Fri"",""hour"":""Noon - 11:00 PM""},{""day"":""Wednesday"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 11:00 PM""},{""day"":""Wed"",""hour"":""5:00 PM - 10:00 PM""},{""day"":""Monday"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Tue"",""hour"":""6:00 PM - 10:00 PM""},{""day"":""Mon - Sun"",""hour"":""12:00 pm - 12:00 am""}]",1
3368,"[{""day"":""Monday - Thursday"",""hour"":""9:00 am - 10:00 pm""},{""day"":""Friday - Saturday"",""hour"":""9:00 am - 11:00 pm""},{""day"":""Sunday"",""hour"":""12:00 pm - 10:00 pm""}]",1
3369,"[{""day"":""Monday"",""hour"":""None""},{""day"":""Mon"",""hour"":""None""},{""day"":""Wednesday"",""hour"":""6:00 PM - 8:00 PM""},{""day"":""Fri"",""hour"":""Noon - 10:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Wed"",""hour"":""6:00 PM - 8:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Sat"",""hour"":""Noon - 9:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""Noon - 7:00 PM""}]",1
3370,"[{""day"":""Sun"",""hour"":""11:00 AM - 3:00 PM""},{""day"":""Mon - Sat"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Sunday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Sun"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Saturday"",""hour"":""11:00 am - 2:00 am""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 10:00 pm""}]",1
3371,"[{""day"":""Sat"",""hour"":""Noon - 9:30 PM""},{""day"":""Sun"",""hour"":""Noon - 6:00 PM""},{""day"":""Wed - Fri"",""hour"":""2:00 PM - 9:30 PM""}]",1
3372,"[{""day"":""Fri - Sat"",""hour"":""8:00 AM - 10:00 PM""},{""day"":""Mon - Thu"",""hour"":""11:00 AM - 9:00 PM""},{""day"":""Sun"",""hour"":""8:00 AM - 9:00 PM""}]",1
3373,"[{""day"":""Fri - Sat"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Mon - Thu, Sun"",""hour"":""11:00 AM - 1:00 AM""}]",1
3374,"[{""day"":""Monday - Thursday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Friday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Saturday"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Sunday"",""hour"":""10:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""10:00 am - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Fri"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Sat"",""hour"":""10:00 am - 11:00 pm""}]",1
3375,"[{""day"":""Fri"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Mon - Thu"",""hour"":""4:00 pm - 8:00 pm""},{""day"":""Sun"",""hour"":""12:00 pm - 6:00 pm""},{""day"":""Sat"",""hour"":""12:00 pm - 10:00 pm""}]",1
3376,"[{""day"":""Monday - Sunday"",""hour"":""11:00 AM - 2:00 AM""},{""day"":""Monday - Sunday"",""hour"":""11:00 am - 12:00 am""},{""day"":""Mon - Sun"",""hour"":""11:00 am - 12:00 am""},{""day"":""Mon - Sun"",""hour"":""11:00 AM - 2:00 AM""}]",1
3377,"[{""day"":""Monday - Thursday"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Friday - Saturday"",""hour"":""9:00 AM - 10:00 PM""},{""day"":""Sunday"",""hour"":""9:00 AM - 8:00 PM""},{""day"":""Sat"",""hour"":""9:00 AM - 9:00 PM""},{""day"":""Mon - Fri"",""hour"":""10:00 AM - 9:00 PM""},{""day"":""Sun"",""hour"":""10:00 AM - 7:00 PM""}]",1
3378,"[{""day"":""Monday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Tuesday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Wednesday"",""hour"":""4:00 PM - 8:00 PM""},{""day"":""Thursday"",""hour"":""4:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Mon - Fri"",""hour"":""11:00 - 22:30""},{""day"":""Sat - Sun"",""hour"":""12:00 - 21:30""},{""day"":""Monday - Thursday"",""hour"":""11:00 am - 9:30 pm""},{""day"":""Friday"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Saturday"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Sunday"",""hour"":""12:00 pm - 9:00 pm""}]",1
3379,"[{""day"":""Mon"",""hour"":""5:00 PM - 8:00 PM""},{""day"":""Sat"",""hour"":""Noon - 1:00 AM""},{""day"":""Sun"",""hour"":""11:00 AM - 8:00 PM""},{""day"":""Fri"",""hour"":""5:00 PM - Midnight""},{""day"":""Tue"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Thu"",""hour"":""5:00 PM - 11:00 PM""}]",1
3380,"[{""day"":""Sat"",""hour"":""09:00 AM-06:00 PM""},{""day"":""Fri"",""hour"":""9am-7pm""},{""day"":""Sun"",""hour"":""10am-4pm""},{""day"":""Sun"",""hour"":""10:00 AM-04:00 PM""},{""day"":""Sat"",""hour"":""9am-6pm""}]",1
3381,"[{""day"":""Wednesday"",""hour"":""5:00 PM - 9:00 PM""},{""day"":""Thursday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Friday"",""hour"":""1:00 PM - 12:00 AM""},{""day"":""Monday"",""hour"":""6:00 PM - 9:00 PM""},{""day"":""Thursday"",""hour"":""12:00 PM - 11:00 PM""},{""day"":""Friday"",""hour"":""1:00 PM - 1:00 AM""},{""day"":""Saturday"",""hour"":""11:00 AM - 12:00 AM""},{""day"":""Sunday"",""hour"":""10:00 AM - 11:00 PM""},{""day"":""Monday"",""hour"":""2:00 PM - 9:00 PM""}]",1
3382,"[{""day"":""Monday"",""hour"":""1:00 PM - 6:00 PM""},{""day"":""Wednesday"",""hour"":""12:00 PM - 8:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Saturday"",""hour"":""12:00 PM - 7:00 PM""},{""day"":""Sunday"",""hour"":""3:00 PM - 6:00 PM""},{""day"":""Mon - Thu"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""2:00 pm - 9:00 pm""}]",1
3383,"[{""day"":""Wednesday - Thursday"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Friday - Saturday"",""hour"":""12:00 AM - 10:00 PM""},{""day"":""Sunday"",""hour"":""12:00 AM - 9:00 PM""},{""day"":""Wed - Thu"",""hour"":""3:00 PM - 9:00 PM""},{""day"":""Sun"",""hour"":""12:00 pm - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""12:00 pm - 10:00 pm""},{""day"":""Sun"",""hour"":""Midnight - 9:00 PM""},{""day"":""Wed - Thu"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Fri - Sat"",""hour"":""Midnight - 10:00 PM""},{""day"":""Wednesday - Thursday"",""hour"":""3:00 pm - 9:00 pm""},{""day"":""Sunday"",""hour"":""12:00 pm - 9:00 pm""},{""day"":""Friday - Saturday"",""hour"":""12:00 pm - 10:00 pm""}]",1
3384,"[{""day"":""Wednesday - Saturday"",""hour"":""4:00 PM - 11:00 PM""},{""day"":""Wed - Sat"",""hour"":""4:00 PM - 11:00 PM""}]",1
3385,"[{""day"":""Mon - Thu"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Fri - Sat"",""hour"":""3:00 pm - 11:00 pm""}]",1
3386,"[{""day"":""Tuesday - Thursday"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Friday"",""hour"":""3:00 pm - 12:00 am""},{""day"":""Saturday"",""hour"":""12:00 pm - 12:00 am""},{""day"":""Monday - Thursday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Friday"",""hour"":""3:00 PM - 12:00 AM""},{""day"":""Saturday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Sat"",""hour"":""Noon - Midnight""},{""day"":""Mon - Thu"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Monday - Thursday"",""hour"":""3:00 pm - 10:00 pm""},{""day"":""Fri"",""hour"":""3:00 PM - Midnight""},{""day"":""Sunday"",""hour"":""2:00 pm - 5:00 pm""}]",1
3387,"[{""day"":""Thursday"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Friday"",""hour"":""12:00 PM - 12:00 AM""},{""day"":""Saturday"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Sunday"",""hour"":""12:00 PM - 9:00 PM""},{""day"":""Tuesday"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Friday"",""hour"":""1:00 PM - 12:00 AM""},{""day"":""Fri - Sat"",""hour"":""11:00 am - 12:00 am""},{""day"":""Sun"",""hour"":""11:00 am - 9:00 pm""},{""day"":""Thu"",""hour"":""11:00 am - 11:00 pm""},{""day"":""Friday"",""hour"":""3:00 PM - 12:00 AM""},{""day"":""Mon - Wed"",""hour"":""11:00 am - 10:00 pm""},{""day"":""Sat"",""hour"":""11:00 AM - 11:00 PM""},{""day"":""Tue"",""hour"":""11:00 AM - 10:00 PM""},{""day"":""Sun"",""hour"":""1:00 PM - 9:00 PM""},{""day"":""Fri"",""hour"":""1:00 PM - Midnight""},{""day"":""Thu"",""hour"":""3:00 PM - 10:00 PM""},{""day"":""Sun"",""hour"":""11:00 - 21:00""},{""day"":""Mon - Wed"",""hour"":""11:00 - 22:00""},{""day"":""Thu"",""hour"":""11:00 - 23:00""},{""day"":""Fri - Sat"",""hour"":""11:00 - 00:00""}]",1
